Account Number,Account Description,Store,StoreID,Cost Centre,Cost Centre Name,FacilityID,Cluster,ClusterID,Department,DepartmentID,Store Facility,Store Facility ID,Reason Code,Reason Description
4-76100-H01-108-1179-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15 B Gynaecology,123,San Fernando General Hospital,1,SFGH W15B GY-F ,SFGH W15B Gynae-Food           
4-76300-H01-108-1179-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15 B Gynaecology,123,San Fernando General Hospital,1,SFGH W15B GY-L ,SFGH W15B Gynae-Linen          
4-76400-H01-108-1179-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15 B Gynaecology,123,San Fernando General Hospital,1,SFGH W15B GY-H ,SFGH W15B Gynae-Hardware       
4-87900-A01-401-0643-00-000,Office Supplies,Stationary Stores,6,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Photography,88,San Fernando General Hospital,1,RAC PHOTOGR-S  ,RAC Photography -Stationery    
4-75100-H01-108-1178-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15A Gynae Surgical/Gynae Theatre,124,San Fernando General Hospital,1,SFGH W15A GY-M ,SFGH W15A Gynae- Medical       
4-76100-H01-108-1178-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15A Gynae Surgical/Gynae Theatre,124,San Fernando General Hospital,1,SFGH W15A GY-F ,SFGH W15A Gynae- Food          
4-76300-H01-108-1178-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15A Gynae Surgical/Gynae Theatre,124,San Fernando General Hospital,1,,
4-76400-H01-108-1178-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 15A Gynae Surgical/Gynae Theatre,124,San Fernando General Hospital,1,,
4-87900-A01-401-0644-00-000,Office Supplies,Stationary Stores,6,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Planning & Development,91,San Fernando General Hospital,1,RAC PLAN&DEV-S ,RAC Planning &Dev-Stationery   
4-75100-H01-105-1108-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 16 B Nephrology,125,San Fernando General Hospital,1,SFGH W16B NEP-M,SFGH W16B Nephrol.- Medical    
4-76100-H01-105-1108-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 16 B Nephrology,125,San Fernando General Hospital,1,SFGH W16B NEP-F,SFGH W16B Nephrol.- Food       
4-76300-H01-105-1108-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 16 B Nephrology,125,San Fernando General Hospital,1,SFGH W16B NEP-L,Medicine-Linen Supplies        
4-76400-H01-105-1108-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 16 B Nephrology,125,San Fernando General Hospital,1,SFGH W16B NEP-H,SFGH W16B Nephrol.-Hardware    
4-87900-A01-401-0648-00-000,Office Supplies,Stationary Stores,6,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Property Services,92,San Fernando General Hospital,1,RAC PROP SRV-S ,RAC Property Serv-Stationery   
4-75100-H01-105-1101-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 2 - HIV,126,San Fernando General Hospital,1,SFGH W2 HIV-M  ,SFGH W2 HIV- Medical           
4-76100-H01-105-1101-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 2 - HIV,126,San Fernando General Hospital,1,SFGH W2 HIV-F  ,SFGH W2 HIV-Food               
4-76300-H01-105-1101-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 2 - HIV,126,San Fernando General Hospital,1,,
4-76400-H01-105-1101-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 2 - HIV,126,San Fernando General Hospital,1,SFGH W2 HIV-H  ,SFGH W2 HIV- Hardware          
4-87900-A01-401-0645-00-000,Office Supplies,Stationary Stores,6,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Quality,96,San Fernando General Hospital,1,RAC QUALITY-S  ,RAC Quality- Stationery        
4-75100-H01-107-1151-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 3 Surgical,127,San Fernando General Hospital,1,SFGH W3 SURG-M ,SFGH W3 Surgery- Medical       
4-76100-H01-107-1151-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 3 Surgical,127,San Fernando General Hospital,1,SFGH W3 SURG-F ,SFGH W3 Surgery- Food          
4-76300-H01-107-1151-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 3 Surgical,127,San Fernando General Hospital,1,SFGH W3 SURG-L ,SFGH W3 Surgery- Linen         
4-76400-H01-107-1151-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 3 Surgical,127,San Fernando General Hospital,1,SFGH W3 SURG-H ,SFGH W3 Surgery- Hardware      
4-87900-A01-401-0660-00-000,Office Supplies,Stationary Stores,6,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Quality And Risk ,97,San Fernando General Hospital,1,RAC QUAL&RISK-S,RAC Quality &Risk-Stationery   
4-75100-H01-107-1152-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 4 Orthopaedic,128,San Fernando General Hospital,1,SFGH W4 ORTH-M ,SFGH W4 Ortho- Medical         
4-76100-H01-107-1152-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 4 Orthopaedic,128,San Fernando General Hospital,1,SFGH W4 ORTH-F ,SFGH W4 Ortho -Food            
4-76300-H01-107-1152-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 4 Orthopaedic,128,San Fernando General Hospital,1,SFGH W4 ORTH-L ,SFGH W4 Ortho- Linen           
4-76400-H01-107-1152-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 4 Orthopaedic,128,San Fernando General Hospital,1,SFGH W4 ORTH-H ,SFGH W4 Ortho- Hardware        
4-87900-A01-401-0646-00-000,Office Supplies,Stationary Stores,6,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Radiology,98,San Fernando General Hospital,1,RAC RADIOLOGY-S,RAC Radiology-Stationery       
4-75100-H01-107-1153-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Neuro Surgery,129,San Fernando General Hospital,1,SFGH W6 NUROS-M,SFGH W6 Neuro Surg- Medical    
4-76100-H01-107-1153-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Neuro Surgery,129,San Fernando General Hospital,1,SFGH W6 NUROS-F,SFGH W6 Neuro Surg- Food       
4-76300-H01-107-1153-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Neuro Surgery,129,San Fernando General Hospital,1,SFGH W6 NUROS-L,Surgical-Linen Supplies        
4-76400-H01-107-1153-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Neuro Surgery,129,San Fernando General Hospital,1,SFGH W6 NUROS-H,Surgical-Hardware Supplies     
4-87900-A01-401-0647-00-000,Office Supplies,Stationary Stores,6,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Security,100,San Fernando General Hospital,1,RAC SECURITY-S ,RAC Security-Stationery        
4-75100-H01-107-1154-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Surgical,130,San Fernando General Hospital,1,SFGH W6 SURG-M ,SFGH W6 Surgical- Medical      
4-76100-H01-107-1154-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Surgical,130,San Fernando General Hospital,1,SFGH W6 SURG-F ,SFGH W6 Surgical- Food         
4-76300-H01-107-1154-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Surgical,130,San Fernando General Hospital,1,SFGH W6 SURG-L ,SFGH W6 Surgical - Linen       
4-76400-H01-107-1154-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 6 Surgical,130,San Fernando General Hospital,1,SFGH W6 SURG-H ,SFGH W6 Surgical- Hardware     
4-81000-A01-401-0627-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,General Admin,37,San Fernando General Hospital,1,,
4-75100-H01-107-1155-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 7 General Surgery,131,San Fernando General Hospital,1,SFGH W7 G/SUR-M,SFGH W7 Gen Surg- Medical      
4-76100-H01-107-1155-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 7 General Surgery,131,San Fernando General Hospital,1,SFGH W7 G/SUR-F,SFGH W7 Gen Surgery- Food      
4-76300-H01-107-1155-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 7 General Surgery,131,San Fernando General Hospital,1,SFGH W7 G/SUR-L,SFGH W7 Gen Surg- Linen        
4-76400-H01-107-1155-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 7 General Surgery,131,San Fernando General Hospital,1,SFGH GEN SURG-H,Surgical-Hardware Supplies     
4-81000-A01-401-0628-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Chief Executive Officer,13,San Fernando General Hospital,1,RAC CEO-E      ,RAC CEO - Engineering          
4-75100-H01-107-1156-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 8 Eye & Ent/Eye Theatre,132,San Fernando General Hospital,1,SFGH W8 E&ET-M ,SFGH W8 Eye/ENT-Medical        
4-76100-H01-107-1156-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 8 Eye & Ent/Eye Theatre,132,San Fernando General Hospital,1,SFGH W8 E&ET-F ,SFGH W8 Eye/ENT- Food          
4-76300-H01-107-1156-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 8 Eye & Ent/Eye Theatre,132,San Fernando General Hospital,1,SFGH W8 E&ET-L ,SFGH W8 Eye/ENT-Linen          
4-76400-H01-107-1156-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 8 Eye & Ent/Eye Theatre,132,San Fernando General Hospital,1,,
4-81000-A01-401-0629-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Commissiong & Projects,17,San Fernando General Hospital,1,RAC COM&PROJ-E ,RAC Comm&Proj- Engineering     
4-75100-H01-105-1102-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Ward 9,133,San Fernando General Hospital,1,SFGH W9-M      ,SFGH W9- Medical               
4-76100-H01-105-1102-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Ward 9,133,San Fernando General Hospital,1,SFGH W9-F      ,SFGH W9-Food                   
4-76300-H01-105-1102-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ward 9,133,San Fernando General Hospital,1,SFGH W9-L      ,SFGH W9- Linen                 
4-76400-H01-105-1102-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ward 9,133,San Fernando General Hospital,1,SFGH W9-H      ,SFGH W9- Hardware              
4-81000-A01-401-0630-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Communications,19,San Fernando General Hospital,1,RAC COMMUNIC-E ,RAC Communication- Engineering 
4-75100-H02-105-1109-00-000,Medical Supplies,Medical Stores,5,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,AHPF WD B-M    ,AHPF WD B- Medical             
4-76100-H02-105-1109-00-000,Food Supplies,Food Stores,2,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,AHPF WD B-F    ,AHPF WD B- Food                
4-76300-H02-105-1109-00-000,Linen Supplies,Linen Stores,4,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,AHPF WD B-L    ,Medicine-Linen Supplies        
4-76400-H02-105-1109-00-000,Hardware Supplies,Hardware Stores,3,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,AHPF WD B-H    ,Medicine-Hardware Supplies     
4-81000-A01-401-0631-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Finance,33,San Fernando General Hospital,1,RAC FINANCE-E  ,RAC Finance - Engineering      
4-75100-H04-105-1109-00-000,Medical Supplies,Medical Stores,5,H04,Point Fortin Hospital,34,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,PFH WD B-M     ,PFH Wd B-Medical               
4-76100-H04-105-1109-00-000,Food Supplies,Food Stores,2,H04,Point Fortin Hospital,34,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,PFH WD B-F     ,PFH Wd B-Food Sup              
4-76300-H04-105-1109-00-000,Linen Supplies,Linen Stores,4,H04,Point Fortin Hospital,34,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,PFH WD B-L     ,PFH Wd B-Linen Supplies        
4-76400-H04-105-1109-00-000,Hardware Supplies,Hardware Stores,3,H04,Point Fortin Hospital,34,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,PFH WD B-H     ,PFH Wd B-Hardware Supplies     
4-81000-A01-401-0632-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Human Resources,49,San Fernando General Hospital,1,RAC HUMAN RES-E,RAC Human Res- Engineering     
4-81000-A01-401-0633-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Internal Audit,52,San Fernando General Hospital,1,,
4-81000-A01-401-0634-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Is/It,50,San Fernando General Hospital,1,RAC IS/IT-E    ,RAC IS/IT- Engineering         
4-81000-A01-401-0636-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Logistics/Procurement,59,San Fernando General Hospital,1,RAC LOG/PROC-E ,RAC Log/Proc-Engineering       
4-81000-A01-401-0637-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Medical,62,San Fernando General Hospital,1,RAC MED DEPT-E ,RAC Medical Dept- Engineering  
4-81000-A01-401-0638-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Medical Records,66,San Fernando General Hospital,1,RAC MED REC-E  ,RAC Medical Rec- Engineering   
4-81000-A01-401-0639-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Nursing,74,San Fernando General Hospital,1,RAC NURSING-E  ,RAC Nursing- Engineering       
4-81000-A01-401-0640-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Operations,77,San Fernando General Hospital,1,RAC OPERATION-E,RAC Operations- Engineering    
4-81000-A01-401-0642-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Pharmacy Services,87,San Fernando General Hospital,1,RAC PHARMACY-E ,RAC Pharmacy- Engineering      
4-81000-A01-401-0644-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Planning & Development,91,San Fernando General Hospital,1,,
4-81000-A01-401-0645-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Quality,96,San Fernando General Hospital,1,RAC QUALITY-E  ,RAC Quality-Engineering        
4-81000-A01-401-0646-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Radiology,98,San Fernando General Hospital,1,RAC RADIOLOGY-E,RAC Radiology-Engineering      
4-81000-A01-401-0647-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Security,100,San Fernando General Hospital,1,RAC SECURITY-E ,RAC Security- Engineering      
4-81000-A01-401-0648-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Property Services,92,San Fernando General Hospital,1,RAC PROP SRV-E ,RAC Property Serv- Engineering 
4-81000-A01-401-0649-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Biomedical,3,San Fernando General Hospital,1,"RAC BIOMED-E		 ",RAC Biomedical- Engineering    
4-81000-A01-401-0650-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Sewing Room,101,San Fernando General Hospital,1,,
4-81000-A01-401-0651-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Nutrition & Dietetics,75,San Fernando General Hospital,1,,
4-81000-A01-401-0653-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Chief Operations Officer,14,San Fernando General Hospital,1,RAC COO-E      ,RAC COO- Engineering           
4-81000-A01-401-0654-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Legal,57,San Fernando General Hospital,1,RAC LEGAL-E    ,RAC Legal- Engineering         
4-81000-A01-401-0655-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Board Of Directors & Chairman,5,San Fernando General Hospital,1,,
4-81000-A01-401-0657-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Health & Safety,45,San Fernando General Hospital,1,RAC HSE-E      ,RAC HSE- Engineering           
4-81000-A01-401-0659-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Disaster Co-Ordinator,26,San Fernando General Hospital,1,RAC DISAST CO-E,RAC Disaster Cor.-Engineering  
4-87900-C19-101-2004-00-000,Office Supplies,Stationary Stores,6,C19,Rochard Douglas Health Centre,37,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,R DOUGLAS HC-S ,Rochard Douglas -Stationery    
4-81000-C19-101-2004-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,C19,Rochard Douglas Health Centre,37,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,R DOUGLAS HC-E ,Rochard Douglas- Engineering   
4-87900-C20-101-2004-00-000,Office Supplies,Stationary Stores,6,C20,Roy Joseph Health Centre,38,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,,
4-81000-C20-101-2004-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,C20,Roy Joseph Health Centre,38,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,,
4-87900-H01-101-2001-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Accident & Emergency,1,San Fernando General Hospital,1,,
4-87900-H01-201-0201-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Blood Bank,4,San Fernando General Hospital,1,,
4-87900-H01-107-1159-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Burns Unit,6,San Fernando General Hospital,1,SFGH BURN UN-S ,SFGH Burns Unit- Stationery    
4-87900-H01-107-2151-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Burns/Plastic,7,San Fernando General Hospital,1,,
4-87900-H01-105-1110-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Cardiac Ward,8,San Fernando General Hospital,1,SFGH CARD WD-S ,SFGH Cardiac Wd- Stationery    
4-87900-H01-105-2101-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Cardiology Clinic,9,San Fernando General Hospital,1,SFGH CARD CL-S ,SFGH Cardiac Clinic-Stationery 
4-87900-H01-105-2114-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Chemotherapy/Oncology Clinic,11,San Fernando General Hospital,1,SFGH CHE/ONC-S ,SFGH Chemo/Oncology-Stationery 
4-87900-H01-105-2102-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Chest Clinic,12,San Fernando General Hospital,1,,
4-87900-H01-105-2103-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Chiropody,15,San Fernando General Hospital,1,SFGH CHIROPO-S ,SFGH Chiropody- Stationery     
4-87900-H01-108-2178-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Colposcopy,16,San Fernando General Hospital,1,SFGH COLPOSC-S ,SFGH Colposcopy -Stationery    
4-87900-H01-401-0652-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Community Laision Unit,18,San Fernando General Hospital,1,SFGH COM LIAS-S,SFGH Com Liaison- Stationery   
4-87900-H01-202-0226-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Cssd,10,San Fernando General Hospital,1,,
4-87900-H01-104-2076-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Dental Clinic,21,San Fernando General Hospital,1,SFGH DENTAL-S  ,SFGH Dental- Stationery        
4-87900-H01-105-2104-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Diabetic Clinic,23,San Fernando General Hospital,1,,
4-87900-H01-107-2160-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Diabetic Retinopathy Clinic,24,San Fernando General Hospital,1,,
4-87900-H01-203-0251-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Dietetics & Kitchen,25,San Fernando General Hospital,1,,
4-87900-H01-105-2105-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Endocrine,28,San Fernando General Hospital,1,,
4-87900-H01-301-0451-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Engineering,29,San Fernando General Hospital,1,SFGH ENGINEER-S,Engineering-Office Supplies    
4-87900-H01-107-2152-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Eye & Ent Clinic,30,San Fernando General Hospital,1,SFGH ENT CL-S  ,SFGH ENT Clinic- Stationery    
4-87900-H01-107-2159-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Eye Clinic,31,San Fernando General Hospital,1,SFGH EYE CL-S  ,SFGH Eye Clinic- Stationery    
4-87900-H01-101-2003-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Filter Clinic,32,San Fernando General Hospital,1,,
4-87900-H01-307-0601-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Fssu General (Consolidated),35,San Fernando General Hospital,1,,
4-87900-H01-105-2106-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Gastroenterology,36,San Fernando General Hospital,1,SFGH GASTROEN-S,SFGH Gastroenterol.-Stationery 
4-87900-H01-401-0627-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,General Admin,37,San Fernando General Hospital,1,"SFGH, STAT STOR",SFGH Stationery Stores         
4-87900-H01-101-2004-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,,
4-87900-H01-107-2153-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,General Surgery,41,San Fernando General Hospital,1,,
4-87900-H01-108-2177-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Gynaecology,42,San Fernando General Hospital,1,,
4-87900-H01-105-2109-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Haemodialysis ,44,San Fernando General Hospital,1,,
4-87900-H01-103-1053-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,High Dependency Unit,46,San Fernando General Hospital,1,SFGH HDU-S     ,SFGH HDU-Stationery            
4-87900-H01-105-2113-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,HIV Clinic,47,San Fernando General Hospital,1,SFGH HIV CL-S  ,SFGH HIV Clinic- Stationery    
4-87900-H01-302-0476-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Housekeeping,48,San Fernando General Hospital,1,SFGH HOUSEKEE-S,SFGH H/Keeping-Stationery      
4-87900-H01-103-1052-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Intensive Care Unit,51,San Fernando General Hospital,1,,
4-87900-H01-204-0276-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Laboratory,53,San Fernando General Hospital,1,,
4-87900-H01-108-1180-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Labour Ward,54,San Fernando General Hospital,1,,
4-87900-H01-107-2154-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Laproscopy,55,San Fernando General Hospital,1,,
4-87900-H01-303-0501-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Laundry,56,San Fernando General Hospital,1,SFGH LAUNDRY-S ,SFGH Laundry -Stationery       
4-87900-H01-401-0635-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Library,58,San Fernando General Hospital,1,,
4-87900-H01-108-2176-00-000,Office Supplies,Stationary Stores,6,H01,San Fernando General Hospital,39,Victoria North,4,Maternity/Antenatal Clinic,61,San Fernando General Hospital,1,,
